L0	L1	L2	L3	L4
09.02.1931	02.1931	Q1 1931	1931	*
28.06.1942	06.1942	Q2 1942	1942	*
14.11.1965	11.1965	Q4 1965	1965	*
24.02.1981	02.1981	Q1 1981	1981	*
25.04.1987	04.1987	Q2 1987	1987	*
08.03.2020	03.2020	Q1 2020	2020	*
28.01.2020	01.2020	Q1 2020	2020	*
02.12.1965	12.1965	Q4 1965	1965	*
30.07.1863	07.1863	Q3 1863	1863	*
18.06.1872	06.1872	Q2 1872	1872	*
22.04.1894	04.1894	Q2 1894	1894	*
03.02.1926	02.1926	Q1 1926	1926	*
17.12.1887	12.1887	Q4 1887	1887	*
15.09.1886	09.1886	Q3 1886	1886	*
02.03.1928	03.1928	Q1 1928	1928	*
19.04.2011	04.2011	Q2 2011	2011	*
20.06.1992	06.1992	Q2 1992	1992	*
27.02.1870	02.1870	Q1 1870	1870	*
19.08.1972	08.1972	Q3 1972	1972	*
05.02.2017	02.2017	Q1 2017	2017	*
31.10.1916	10.1916	Q4 1916	1916	*
23.10.1992	10.1992	Q4 1992	1992	*
11.07.1980	07.1980	Q3 1980	1980	*
10.05.2008	05.2008	Q2 2008	2008	*
05.10.2014	10.2014	Q4 2014	2014	*
03.04.2012	04.2012	Q2 2012	2012	*
31.03.1921	03.1921	Q1 1921	1921	*
31.10.1903	10.1903	Q4 1903	1903	*
09.03.1910	03.1910	Q1 1910	1910	*
10.09.1969	09.1969	Q3 1969	1969	*
16.12.1982	12.1982	Q4 1982	1982	*
03.1966	03.1966	Q1 1966	1966	*
10.04.1910	04.1910	Q2 1910	1910	*
01.09.1917	09.1917	Q3 1917	1917	*
03.11.1964	11.1964	Q4 1964	1964	*
30.07.1946	07.1946	Q3 1946	1946	*
08.06.1979	06.1979	Q2 1979	1979	*
12.01.1895	01.1895	Q1 1895	1895	*
13.09.1924	09.1924	Q3 1924	1924	*
04.10.1880	10.1880	Q4 1880	1880	*
26.12.1910	12.1910	Q4 1910	1910	*
15.12.1866	12.1866	Q4 1866	1866	*
18.09.1853	09.1853	Q3 1853	1853	*
10.2004	10.2004	Q4 2004	2004	*
07.07.1911	07.1911	Q3 1911	1911	*
29.10.1958	10.1958	Q4 1958	1958	*
07.02.1907	02.1907	Q1 1907	1907	*
29.01.1952	01.1952	Q1 1952	1952	*
24.08.2001	08.2001	Q3 2001	2001	*
04.12.1883	12.1883	Q4 1883	1883	*
10.09.1966	09.1966	Q3 1966	1966	*
07.04.1896	04.1896	Q2 1896	1896	*
12.01.1966	01.1966	Q1 1966	1966	*
14.12.1981	12.1981	Q4 1981	1981	*
17.05.1987	05.1987	Q2 1987	1987	*
23.11.1951	11.1951	Q4 1951	1951	*
04.01.1914	01.1914	Q1 1914	1914	*
17.05.1981	05.1981	Q2 1981	1981	*
14.09.1932	09.1932	Q3 1932	1932	*
16.05.1984	05.1984	Q2 1984	1984	*
12.08.1893	08.1893	Q3 1893	1893	*
14.02.2017	02.2017	Q1 2017	2017	*
07.09.1862	09.1862	Q3 1862	1862	*
28.11.1915	11.1915	Q4 1915	1915	*
29.12.1868	12.1868	Q4 1868	1868	*
26.09.2000	09.2000	Q3 2000	2000	*
25.08.1955	08.1955	Q3 1955	1955	*
18.11.2003	11.2003	Q4 2003	2003	*
19.09.1912	09.1912	Q3 1912	1912	*
24.02.1976	02.1976	Q1 1976	1976	*
21.08.1977	08.1977	Q3 1977	1977	*
10.06.1938	06.1938	Q2 1938	1938	*
20.04.1850	04.1850	Q2 1850	1850	*
08.09.1992	09.1992	Q3 1992	1992	*
19.12.1913	12.1913	Q4 1913	1913	*
12.03.1915	03.1915	Q1 1915	1915	*
30.12.1938	12.1938	Q4 1938	1938	*
24.04.2001	04.2001	Q2 2001	2001	*
17.06.2004	06.2004	Q2 2004	2004	*
13.11.1993	11.1993	Q4 1993	1993	*
11.05.1972	05.1972	Q2 1972	1972	*
25.04.1854	04.1854	Q2 1854	1854	*
29.07.1860	07.1860	Q3 1860	1860	*
02.01.1948	01.1948	Q1 1948	1948	*
27.08.1914	08.1914	Q3 1914	1914	*
10.11.1851	11.1851	Q4 1851	1851	*
12.09.1968	09.1968	Q3 1968	1968	*
24.01.1942	01.1942	Q1 1942	1942	*
28.04.1923	04.1923	Q2 1923	1923	*
23.04.1935	04.1935	Q2 1935	1935	*
06.04.2002	04.2002	Q2 2002	2002	*
05.09.1990	09.1990	Q3 1990	1990	*
09.01.1890	01.1890	Q1 1890	1890	*
27.09.1875	09.1875	Q3 1875	1875	*
20.11.1975	11.1975	Q4 1975	1975	*
19.04.2018	04.2018	Q2 2018	2018	*
24.06.1853	06.1853	Q2 1853	1853	*
07.05.1995	05.1995	Q2 1995	1995	*
10.07.2004	07.2004	Q3 2004	2004	*
09.08.1863	08.1863	Q3 1863	1863	*
28.05.1942	05.1942	Q2 1942	1942	*
18.03.1949	03.1949	Q1 1949	1949	*
31.07.1963	07.1963	Q3 1963	1963	*
19.05.1934	05.1934	Q2 1934	1934	*
Q3 2009	Q3 2009	Q3 2009	2009	*
22.09.1954	09.1954	Q3 1954	1954	*
26.11.1963	11.1963	Q4 1963	1963	*
27.05.1932	05.1932	Q2 1932	1932	*
26.08.1894	08.1894	Q3 1894	1894	*
29.11.2019	11.2019	Q4 2019	2019	*
20.09.1851	09.1851	Q3 1851	1851	*
17.07.2013	07.2013	Q3 2013	2013	*
11.09.1994	09.1994	Q3 1994	1994	*
04.02.1994	02.1994	Q1 1994	1994	*
14.08.1949	08.1949	Q3 1949	1949	*
27.02.1888	02.1888	Q1 1888	1888	*
16.12.2001	12.2001	Q4 2001	2001	*
23.03.1930	03.1930	Q1 1930	1930	*
15.06.2016	06.2016	Q2 2016	2016	*
30.07.1933	07.1933	Q3 1933	1933	*
22.03.2001	03.2001	Q1 2001	2001	*
21.01.1953	01.1953	Q1 1953	1953	*
17.04.1870	04.1870	Q2 1870	1870	*
04.05.1928	05.1928	Q2 1928	1928	*
06.04.1947	04.1947	Q2 1947	1947	*
09.04.1865	04.1865	Q2 1865	1865	*
14.03.2018	03.2018	Q1 2018	2018	*
07.03.1954	03.1954	Q1 1954	1954	*
29.05.1901	05.1901	Q2 1901	1901	*
14.11.1863	11.1863	Q4 1863	1863	*
07.04.1879	04.1879	Q2 1879	1879	*
22.04.2000	04.2000	Q2 2000	2000	*
04.10.1973	10.1973	Q4 1973	1973	*
26.03.1976	03.1976	Q1 1976	1976	*
10.06.1993	06.1993	Q2 1993	1993	*
07.12.1983	12.1983	Q4 1983	1983	*
17.01.1936	01.1936	Q1 1936	1936	*
11.06.1918	06.1918	Q2 1918	1918	*
29.09.1925	09.1925	Q3 1925	1925	*
09.08.1927	08.1927	Q3 1927	1927	*
29.03.1884	03.1884	Q1 1884	1884	*
21.01.1858	01.1858	Q1 1858	1858	*
19.04.1867	04.1867	Q2 1867	1867	*
11.07.1864	07.1864	Q3 1864	1864	*
12.05.1916	05.1916	Q2 1916	1916	*
16.05.1932	05.1932	Q2 1932	1932	*
29.05.1947	05.1947	Q2 1947	1947	*
27.02.1960	02.1960	Q1 1960	1960	*
21.09.1896	09.1896	Q3 1896	1896	*
27.10.1965	10.1965	Q4 1965	1965	*
06.11.1980	11.1980	Q4 1980	1980	*
30.10.1942	10.1942	Q4 1942	1942	*
18.04.1961	04.1961	Q2 1961	1961	*
17.11.2002	11.2002	Q4 2002	2002	*
10.05.1951	05.1951	Q2 1951	1951	*
03.03.1952	03.1952	Q1 1952	1952	*
09.01.1990	01.1990	Q1 1990	1990	*
19.09.2016	09.2016	Q3 2016	2016	*
24.02.2011	02.2011	Q1 2011	2011	*
Q3 1874	Q3 1874	Q3 1874	1874	*
03.06.1874	06.1874	Q2 1874	1874	*
21.12.2002	12.2002	Q4 2002	2002	*
27.08.1951	08.1951	Q3 1951	1951	*
19.03.1925	03.1925	Q1 1925	1925	*
31.01.1935	01.1935	Q1 1935	1935	*
29.12.1986	12.1986	Q4 1986	1986	*
10.05.1948	05.1948	Q2 1948	1948	*
25.07.1956	07.1956	Q3 1956	1956	*
06.10.2006	10.2006	Q4 2006	2006	*
20.11.1855	11.1855	Q4 1855	1855	*
07.07.1929	07.1929	Q3 1929	1929	*
03.05.1869	05.1869	Q2 1869	1869	*
30.07.1883	07.1883	Q3 1883	1883	*
29.03.1856	03.1856	Q1 1856	1856	*
23.09.1913	09.1913	Q3 1913	1913	*
10.01.1875	01.1875	Q1 1875	1875	*
08.06.1943	06.1943	Q2 1943	1943	*
16.04.1931	04.1931	Q2 1931	1931	*
23.09.1879	09.1879	Q3 1879	1879	*
17.09.1933	09.1933	Q3 1933	1933	*
14.10.1949	10.1949	Q4 1949	1949	*
22.04.1900	04.1900	Q2 1900	1900	*
07.10.1990	10.1990	Q4 1990	1990	*
02.12.1896	12.1896	Q4 1896	1896	*
24.11.1913	11.1913	Q4 1913	1913	*
09.10.2007	10.2007	Q4 2007	2007	*
15.12.2007	12.2007	Q4 2007	2007	*
09.1883	09.1883	Q3 1883	1883	*
03.1906	03.1906	Q1 1906	1906	*
03.11.1897	11.1897	Q4 1897	1897	*
12.12.1965	12.1965	Q4 1965	1965	*
20.05.1967	05.1967	Q2 1967	1967	*
07.09.1895	09.1895	Q3 1895	1895	*
03.01.1884	01.1884	Q1 1884	1884	*
09.04.1961	04.1961	Q2 1961	1961	*
27.05.1989	05.1989	Q2 1989	1989	*
08.05.1978	05.1978	Q2 1978	1978	*
02.05.2006	05.2006	Q2 2006	2006	*
02.06.1961	06.1961	Q2 1961	1961	*
04.08.2005	08.2005	Q3 2005	2005	*
19.01.2018	01.2018	Q1 2018	2018	*
10.11.1930	11.1930	Q4 1930	1930	*
18.09.1931	09.1931	Q3 1931	1931	*
04.12.2019	12.2019	Q4 2019	2019	*
11.04.1923	04.1923	Q2 1923	1923	*
31.01.1953	01.1953	Q1 1953	1953	*
02.05.1905	05.1905	Q2 1905	1905	*
29.08.1915	08.1915	Q3 1915	1915	*
16.07.1880	07.1880	Q3 1880	1880	*
23.04.1886	04.1886	Q2 1886	1886	*
01.03.1930	03.1930	Q1 1930	1930	*
04.07.2012	07.2012	Q3 2012	2012	*
10.03.1968	03.1968	Q1 1968	1968	*
09.1933	09.1933	Q3 1933	1933	*
16.06.1877	06.1877	Q2 1877	1877	*
05.07.1892	07.1892	Q3 1892	1892	*
21.05.1991	05.1991	Q2 1991	1991	*
04.01.1911	01.1911	Q1 1911	1911	*
01.1861	01.1861	Q1 1861	1861	*
14.03.1881	03.1881	Q1 1881	1881	*
12.03.1933	03.1933	Q1 1933	1933	*
09.2003	09.2003	Q3 2003	2003	*
03.12.1871	12.1871	Q4 1871	1871	*
14.06.1993	06.1993	Q2 1993	1993	*
01.04.1866	04.1866	Q2 1866	1866	*
18.10.2008	10.2008	Q4 2008	2008	*
28.02.2015	02.2015	Q1 2015	2015	*
24.11.1898	11.1898	Q4 1898	1898	*
25.05.2006	05.2006	Q2 2006	2006	*
30.04.1931	04.1931	Q2 1931	1931	*
14.04.1877	04.1877	Q2 1877	1877	*
12.12.1901	12.1901	Q4 1901	1901	*
18.08.1918	08.1918	Q3 1918	1918	*
15.11.1973	11.1973	Q4 1973	1973	*
21.07.1934	07.1934	Q3 1934	1934	*
04.01.1857	01.1857	Q1 1857	1857	*
13.01.1950	01.1950	Q1 1950	1950	*
04.09.1997	09.1997	Q3 1997	1997	*
18.07.1858	07.1858	Q3 1858	1858	*
21.01.1916	01.1916	Q1 1916	1916	*
08.04.1964	04.1964	Q2 1964	1964	*
30.03.1926	03.1926	Q1 1926	1926	*
06.05.1945	05.1945	Q2 1945	1945	*
05.10.1928	10.1928	Q4 1928	1928	*
06.05.1965	05.1965	Q2 1965	1965	*
Q3 1910	Q3 1910	Q3 1910	1910	*
04.06.1959	06.1959	Q2 1959	1959	*
15.01.1951	01.1951	Q1 1951	1951	*
26.09.1900	09.1900	Q3 1900	1900	*
26.02.2019	02.2019	Q1 2019	2019	*
18.04.1939	04.1939	Q2 1939	1939	*
28.11.1963	11.1963	Q4 1963	1963	*
25.04.2020	04.2020	Q2 2020	2020	*
26.02.1918	02.1918	Q1 1918	1918	*
24.06.1909	06.1909	Q2 1909	1909	*
01.04.1911	04.1911	Q2 1911	1911	*
17.07.1980	07.1980	Q3 1980	1980	*
15.12.1992	12.1992	Q4 1992	1992	*
29.07.1997	07.1997	Q3 1997	1997	*
06.06.1975	06.1975	Q2 1975	1975	*
12.06.1984	06.1984	Q2 1984	1984	*
20.10.1999	10.1999	Q4 1999	1999	*
12.04.1914	04.1914	Q2 1914	1914	*
15.05.1957	05.1957	Q2 1957	1957	*
19.01.1973	01.1973	Q1 1973	1973	*
23.11.1856	11.1856	Q4 1856	1856	*
12.02.1879	02.1879	Q1 1879	1879	*
17.01.1905	01.1905	Q1 1905	1905	*
02.05.1909	05.1909	Q2 1909	1909	*
04.08.1914	08.1914	Q3 1914	1914	*
14.12.2012	12.2012	Q4 2012	2012	*
18.05.2006	05.2006	Q2 2006	2006	*
20.10.2014	10.2014	Q4 2014	2014	*
25.04.1895	04.1895	Q2 1895	1895	*
02.02.1908	02.1908	Q1 1908	1908	*
14.07.1995	07.1995	Q3 1995	1995	*
30.06.1988	06.1988	Q2 1988	1988	*
09.06.1932	06.1932	Q2 1932	1932	*
15.02.1967	02.1967	Q1 1967	1967	*
19.02.1995	02.1995	Q1 1995	1995	*
28.10.1913	10.1913	Q4 1913	1913	*
Q2 1905	Q2 1905	Q2 1905	1905	*
17.10.1917	10.1917	Q4 1917	1917	*
15.12.1916	12.1916	Q4 1916	1916	*
30.07.1969	07.1969	Q3 1969	1969	*
02.03.1945	03.1945	Q1 1945	1945	*
05.07.1941	07.1941	Q3 1941	1941	*
28.12.2003	12.2003	Q4 2003	2003	*
09.01.1938	01.1938	Q1 1938	1938	*
02.06.1902	06.1902	Q2 1902	1902	*
20.04.1937	04.1937	Q2 1937	1937	*
15.07.2002	07.2002	Q3 2002	2002	*
04.12.1914	12.1914	Q4 1914	1914	*
03.01.1909	01.1909	Q1 1909	1909	*
12.02.1997	02.1997	Q1 1997	1997	*
06.11.1921	11.1921	Q4 1921	1921	*
22.11.1989	11.1989	Q4 1989	1989	*
17.02.1922	02.1922	Q1 1922	1922	*
08.07.1856	07.1856	Q3 1856	1856	*
12.06.2003	06.2003	Q2 2003	2003	*
20.09.2009	09.2009	Q3 2009	2009	*
15.12.1898	12.1898	Q4 1898	1898	*
23.07.1974	07.1974	Q3 1974	1974	*
11.2016	11.2016	Q4 2016	2016	*
02.1966	02.1966	Q1 1966	1966	*
23.04.1917	04.1917	Q2 1917	1917	*
23.10.1899	10.1899	Q4 1899	1899	*
05.09.1937	09.1937	Q3 1937	1937	*
18.10.1939	10.1939	Q4 1939	1939	*
16.07.1992	07.1992	Q3 1992	1992	*
23.10.1909	10.1909	Q4 1909	1909	*
20.10.1926	10.1926	Q4 1926	1926	*
07.07.1900	07.1900	Q3 1900	1900	*
05.03.1992	03.1992	Q1 1992	1992	*
20.03.1995	03.1995	Q1 1995	1995	*
05.03.1869	03.1869	Q1 1869	1869	*
28.07.1999	07.1999	Q3 1999	1999	*
23.06.1855	06.1855	Q2 1855	1855	*
Q3 1889	Q3 1889	Q3 1889	1889	*
15.02.1903	02.1903	Q1 1903	1903	*
12.09.1965	09.1965	Q3 1965	1965	*
23.08.2021	08.2021	Q3 2021	2021	*
20.02.1940	02.1940	Q1 1940	1940	*
26.08.1935	08.1935	Q3 1935	1935	*
29.08.1910	08.1910	Q3 1910	1910	*
01.04.1859	04.1859	Q2 1859	1859	*
17.08.1885	08.1885	Q3 1885	1885	*
17.02.1872	02.1872	Q1 1872	1872	*
05.05.1975	05.1975	Q2 1975	1975	*
09.11.1879	11.1879	Q4 1879	1879	*
04.07.1976	07.1976	Q3 1976	1976	*
05.10.1984	10.1984	Q4 1984	1984	*
03.08.1993	08.1993	Q3 1993	1993	*
31.10.1868	10.1868	Q4 1868	1868	*
23.10.1908	10.1908	Q4 1908	1908	*
12.12.1986	12.1986	Q4 1986	1986	*
03.06.1950	06.1950	Q2 1950	1950	*
03.10.1865	10.1865	Q4 1865	1865	*
23.04.1879	04.1879	Q2 1879	1879	*
12.1983	12.1983	Q4 1983	1983	*
25.04.1921	04.1921	Q2 1921	1921	*
26.08.1971	08.1971	Q3 1971	1971	*
19.04.1950	04.1950	Q2 1950	1950	*
22.09.2004	09.2004	Q3 2004	2004	*
08.09.1859	09.1859	Q3 1859	1859	*
18.04.1945	04.1945	Q2 1945	1945	*
29.09.1952	09.1952	Q3 1952	1952	*
21.03.1926	03.1926	Q1 1926	1926	*
21.04.2008	04.2008	Q2 2008	2008	*
25.02.1982	02.1982	Q1 1982	1982	*
11.03.1928	03.1928	Q1 1928	1928	*
11.1896	11.1896	Q4 1896	1896	*
02.09.1910	09.1910	Q3 1910	1910	*
11.03.1915	03.1915	Q1 1915	1915	*
12.02.1896	02.1896	Q1 1896	1896	*
11.04.1870	04.1870	Q2 1870	1870	*
08.07.1971	07.1971	Q3 1971	1971	*
10.08.1932	08.1932	Q3 1932	1932	*
22.09.1941	09.1941	Q3 1941	1941	*
13.04.1969	04.1969	Q2 1969	1969	*
15.08.1880	08.1880	Q3 1880	1880	*
17.06.2012	06.2012	Q2 2012	2012	*
08.12.2000	12.2000	Q4 2000	2000	*
01.07.1946	07.1946	Q3 1946	1946	*
05.09.2009	09.2009	Q3 2009	2009	*
05.1955	05.1955	Q2 1955	1955	*
21.11.1992	11.1992	Q4 1992	1992	*
30.05.1965	05.1965	Q2 1965	1965	*
09.05.1937	05.1937	Q2 1937	1937	*
17.10.1950	10.1950	Q4 1950	1950	*
13.01.1873	01.1873	Q1 1873	1873	*
11.07.1872	07.1872	Q3 1872	1872	*
16.09.1995	09.1995	Q3 1995	1995	*
21.02.1991	02.1991	Q1 1991	1991	*
20.07.1892	07.1892	Q3 1892	1892	*
10.04.1932	04.1932	Q2 1932	1932	*
08.06.1878	06.1878	Q2 1878	1878	*
11.1967	11.1967	Q4 1967	1967	*
27.05.1988	05.1988	Q2 1988	1988	*
09.12.1912	12.1912	Q4 1912	1912	*
04.04.1871	04.1871	Q2 1871	1871	*
13.02.1880	02.1880	Q1 1880	1880	*
11.06.1921	06.1921	Q2 1921	1921	*
12.08.1954	08.1954	Q3 1954	1954	*
20.01.2005	01.2005	Q1 2005	2005	*
04.06.1943	06.1943	Q2 1943	1943	*
04.11.1964	11.1964	Q4 1964	1964	*
Q2 1971	Q2 1971	Q2 1971	1971	*
28.02.1855	02.1855	Q1 1855	1855	*
05.01.1871	01.1871	Q1 1871	1871	*
09.05.1904	05.1904	Q2 1904	1904	*
31.10.1913	10.1913	Q4 1913	1913	*
03.04.1991	04.1991	Q2 1991	1991	*
26.03.1967	03.1967	Q1 1967	1967	*
03.04.1994	04.1994	Q2 1994	1994	*
06.04.1917	04.1917	Q2 1917	1917	*
19.10.2003	10.2003	Q4 2003	2003	*
14.06.1938	06.1938	Q2 1938	1938	*
07.12.1898	12.1898	Q4 1898	1898	*
26.01.1918	01.1918	Q1 1918	1918	*
01.12.1891	12.1891	Q4 1891	1891	*
04.04.1986	04.1986	Q2 1986	1986	*
06.06.2021	06.2021	Q2 2021	2021	*
21.11.2010	11.2010	Q4 2010	2010	*
22.09.1889	09.1889	Q3 1889	1889	*
11.04.1959	04.1959	Q2 1959	1959	*
26.11.1941	11.1941	Q4 1941	1941	*
28.07.2007	07.2007	Q3 2007	2007	*
29.05.1920	05.1920	Q2 1920	1920	*
Q4 1884	Q4 1884	Q4 1884	1884	*
21.07.1906	07.1906	Q3 1906	1906	*
16.09.1869	09.1869	Q3 1869	1869	*
18.07.1893	07.1893	Q3 1893	1893	*
05.06.1964	06.1964	Q2 1964	1964	*
29.12.2004	12.2004	Q4 2004	2004	*
15.10.1943	10.1943	Q4 1943	1943	*
15.03.1963	03.1963	Q1 1963	1963	*
25.09.1960	09.1960	Q3 1960	1960	*
13.08.1923	08.1923	Q3 1923	1923	*
19.08.1854	08.1854	Q3 1854	1854	*
14.07.1949	07.1949	Q3 1949	1949	*
19.06.1991	06.1991	Q2 1991	1991	*
17.02.1974	02.1974	Q1 1974	1974	*
01.01.1869	01.1869	Q1 1869	1869	*
27.03.1910	03.1910	Q1 1910	1910	*
29.09.1855	09.1855	Q3 1855	1855	*
17.01.1873	01.1873	Q1 1873	1873	*
20.10.1898	10.1898	Q4 1898	1898	*
30.11.1946	11.1946	Q4 1946	1946	*
19.09.1969	09.1969	Q3 1969	1969	*
05.09.1974	09.1974	Q3 1974	1974	*
24.04.1976	04.1976	Q2 1976	1976	*
18.05.1979	05.1979	Q2 1979	1979	*
18.02.1916	02.1916	Q1 1916	1916	*
09.07.1958	07.1958	Q3 1958	1958	*
09.1944	09.1944	Q3 1944	1944	*
23.05.1970	05.1970	Q2 1970	1970	*
11.12.1977	12.1977	Q4 1977	1977	*
12.11.1994	11.1994	Q4 1994	1994	*
16.01.1933	01.1933	Q1 1933	1933	*
09.07.1938	07.1938	Q3 1938	1938	*
23.05.1871	05.1871	Q2 1871	1871	*
10.05.1989	05.1989	Q2 1989	1989	*
16.11.1852	11.1852	Q4 1852	1852	*
08.06.1882	06.1882	Q2 1882	1882	*
21.01.2002	01.2002	Q1 2002	2002	*
27.11.1970	11.1970	Q4 1970	1970	*
27.06.1998	06.1998	Q2 1998	1998	*
28.05.1919	05.1919	Q2 1919	1919	*
07.1895	07.1895	Q3 1895	1895	*
20.09.1914	09.1914	Q3 1914	1914	*
19.06.2001	06.2001	Q2 2001	2001	*
07.05.2012	05.2012	Q2 2012	2012	*
06.02.1944	02.1944	Q1 1944	1944	*
05.12.1896	12.1896	Q4 1896	1896	*
10.11.2012	11.2012	Q4 2012	2012	*
29.10.1906	10.1906	Q4 1906	1906	*
04.02.1884	02.1884	Q1 1884	1884	*
01.02.1991	02.1991	Q1 1991	1991	*
12.12.1953	12.1953	Q4 1953	1953	*
10.12.1918	12.1918	Q4 1918	1918	*
15.08.1914	08.1914	Q3 1914	1914	*
06.04.1883	04.1883	Q2 1883	1883	*
16.01.1892	01.1892	Q1 1892	1892	*
16.04.1887	04.1887	Q2 1887	1887	*
06.12.2012	12.2012	Q4 2012	2012	*
24.05.1857	05.1857	Q2 1857	1857	*
03.07.1863	07.1863	Q3 1863	1863	*
21.05.1932	05.1932	Q2 1932	1932	*
04.1936	04.1936	Q2 1936	1936	*
29.08.1892	08.1892	Q3 1892	1892	*
Q1 1985	Q1 1985	Q1 1985	1985	*
22.06.1864	06.1864	Q2 1864	1864	*
06.12.1981	12.1981	Q4 1981	1981	*
02.02.1982	02.1982	Q1 1982	1982	*
19.11.1907	11.1907	Q4 1907	1907	*
19.04.1928	04.1928	Q2 1928	1928	*
08.04.1983	04.1983	Q2 1983	1983	*
01.09.1892	09.1892	Q3 1892	1892	*
11.08.1988	08.1988	Q3 1988	1988	*
23.11.1996	11.1996	Q4 1996	1996	*
29.11.1898	11.1898	Q4 1898	1898	*
20.07.1999	07.1999	Q3 1999	1999	*
01.11.1873	11.1873	Q4 1873	1873	*
25.02.1870	02.1870	Q1 1870	1870	*
20.02.1942	02.1942	Q1 1942	1942	*
12.09.1879	09.1879	Q3 1879	1879	*
03.01.1915	01.1915	Q1 1915	1915	*
06.07.1866	07.1866	Q3 1866	1866	*
02.05.1861	05.1861	Q2 1861	1861	*
15.11.1996	11.1996	Q4 1996	1996	*
16.01.1975	01.1975	Q1 1975	1975	*
17.05.2001	05.2001	Q2 2001	2001	*
15.05.1851	05.1851	Q2 1851	1851	*
02.10.1951	10.1951	Q4 1951	1951	*
15.07.1963	07.1963	Q3 1963	1963	*
14.07.2006	07.2006	Q3 2006	2006	*
19.01.2011	01.2011	Q1 2011	2011	*
08.04.1854	04.1854	Q2 1854	1854	*
31.03.1895	03.1895	Q1 1895	1895	*
30.04.1852	04.1852	Q2 1852	1852	*
13.08.1857	08.1857	Q3 1857	1857	*
01.01.1889	01.1889	Q1 1889	1889	*
09.03.1928	03.1928	Q1 1928	1928	*
26.05.1997	05.1997	Q2 1997	1997	*
26.03.1997	03.1997	Q1 1997	1997	*
02.02.1986	02.1986	Q1 1986	1986	*
20.10.1923	10.1923	Q4 1923	1923	*
11.02.2021	02.2021	Q1 2021	2021	*
21.07.1929	07.1929	Q3 1929	1929	*
02.03.1917	03.1917	Q1 1917	1917	*
14.03.1970	03.1970	Q1 1970	1970	*
03.07.1853	07.1853	Q3 1853	1853	*
27.01.1916	01.1916	Q1 1916	1916	*
11.1935	11.1935	Q4 1935	1935	*
14.03.2021	03.2021	Q1 2021	2021	*
04.04.1872	04.1872	Q2 1872	1872	*
02.05.1851	05.1851	Q2 1851	1851	*
26.09.2008	09.2008	Q3 2008	2008	*
12.12.1902	12.1902	Q4 1902	1902	*
15.03.1871	03.1871	Q1 1871	1871	*
11.01.1937	01.1937	Q1 1937	1937	*
11.01.1893	01.1893	Q1 1893	1893	*
21.03.1954	03.1954	Q1 1954	1954	*
03.12.1997	12.1997	Q4 1997	1997	*
18.05.1999	05.1999	Q2 1999	1999	*
27.08.1927	08.1927	Q3 1927	1927	*
19.01.1883	01.1883	Q1 1883	1883	*
04.02.2012	02.2012	Q1 2012	2012	*
20.09.1859	09.1859	Q3 1859	1859	*
17.06.1974	06.1974	Q2 1974	1974	*
30.05.1856	05.1856	Q2 1856	1856	*
14.12.1866	12.1866	Q4 1866	1866	*
07.04.1918	04.1918	Q2 1918	1918	*
27.01.1887	01.1887	Q1 1887	1887	*
13.04.1886	04.1886	Q2 1886	1886	*
05.11.1971	11.1971	Q4 1971	1971	*
12.12.1894	12.1894	Q4 1894	1894	*
29.12.1947	12.1947	Q4 1947	1947	*
07.1863	07.1863	Q3 1863	1863	*
20.12.1874	12.1874	Q4 1874	1874	*
08.12.1856	12.1856	Q4 1856	1856	*
29.05.1859	05.1859	Q2 1859	1859	*
03.07.1864	07.1864	Q3 1864	1864	*
10.07.1911	07.1911	Q3 1911	1911	*
11.01.1852	01.1852	Q1 1852	1852	*
29.06.1936	06.1936	Q2 1936	1936	*
13.05.1996	05.1996	Q2 1996	1996	*
21.02.1859	02.1859	Q1 1859	1859	*
20.12.2004	12.2004	Q4 2004	2004	*
08.02.1862	02.1862	Q1 1862	1862	*
19.12.1870	12.1870	Q4 1870	1870	*
27.08.1898	08.1898	Q3 1898	1898	*
06.01.1915	01.1915	Q1 1915	1915	*
22.04.1854	04.1854	Q2 1854	1854	*
28.05.1985	05.1985	Q2 1985	1985	*
15.05.1913	05.1913	Q2 1913	1913	*
28.09.1874	09.1874	Q3 1874	1874	*
02.07.1877	07.1877	Q3 1877	1877	*
12.11.2004	11.2004	Q4 2004	2004	*
29.10.1950	10.1950	Q4 1950	1950	*
10.03.1872	03.1872	Q1 1872	1872	*
26.07.1996	07.1996	Q3 1996	1996	*
12.01.1885	01.1885	Q1 1885	1885	*
27.11.2003	11.2003	Q4 2003	2003	*
02.09.1851	09.1851	Q3 1851	1851	*
29.01.1935	01.1935	Q1 1935	1935	*
29.04.1930	04.1930	Q2 1930	1930	*
26.12.1939	12.1939	Q4 1939	1939	*
10.02.1918	02.1918	Q1 1918	1918	*
11.03.1882	03.1882	Q1 1882	1882	*
03.07.1975	07.1975	Q3 1975	1975	*
07.04.1954	04.1954	Q2 1954	1954	*
07.04.1987	04.1987	Q2 1987	1987	*
28.09.1850	09.1850	Q3 1850	1850	*
23.02.1853	02.1853	Q1 1853	1853	*
14.02.1945	02.1945	Q1 1945	1945	*
29.03.1976	03.1976	Q1 1976	1976	*
14.09.1925	09.1925	Q3 1925	1925	*
01.12.1898	12.1898	Q4 1898	1898	*
26.03.1918	03.1918	Q1 1918	1918	*
16.08.1987	08.1987	Q3 1987	1987	*
18.05.2002	05.2002	Q2 2002	2002	*
