L0	L1	L2
00640622000001	00640622000001	00640000000000
005208346134M8	00520834000001	00520000000000
9123	0615	0084
9638	0255	0052
6296	0557	0081
006007926703M8	00600792000001	00600000000000
008105572053M8	00810557000001	00810000000000
007102932952M8	00710293000001	00710000000000
005202556079M8	00520255000001	00520000000000
008108241883M8	00810824000001	00810000000000
7286	0796	0079
006407089608M7	00640708000001	00640000000000
007102935334M8	00710293000001	00710000000000
1553	0714	0074
4632	0441	0056
006804306865M8	00680430000001	00680000000000
003902054023M8	00390205000001	00390000000000
003708904299V8	00370890000001	00370000000000
4765	0205	0039
5554	0661	0060
008706985305M8	00870698000001	00870000000000
8136	0478	0074
3737	0796	0079
3755	0917	0087
006009285661M8	00600928000001	00600000000000
008709179144M8	00870917000001	00870000000000
008701429414M8	00870142000001	00870000000000
4378	0653	0037
3632	0714	0074
007905866432M8	00790586000001	00790000000000
008709174348M8	00870917000001	00870000000000
007407145390M8	00740714000001	00740000000000
8114	0251	0045
006804303765M8	00680430000001	00680000000000
8720	0809	0068
6052	0338	0037
005604414178M8	00560441000001	00560000000000
5031	0615	0084
5657	0714	0074
007907963911M8	00790796000001	00790000000000
007407146913M8	00740714000001	00740000000000
007407149045M8	00740714000001	00740000000000
007904326552M8	00790432000001	00790000000000
007902912840M8	00790291000001	00790000000000
4261	0615	0084
007407142599M8	00740714000001	00740000000000
008105576943M8	00810557000001	00810000000000
4803	0714	0074
4352	0338	0037
9384	0732	0087
008706981161M8	00870698000001	00870000000000
007905868176M8	00790586000001	00790000000000
1850	0714	0074
007105025561M8	00710502000001	00710000000000
005601844063M8	00560184000001	00560000000000
008408997024M8	00840899000001	00840000000000
007407146010M8	00740714000001	00740000000000
5382	0618	0050
9002	0698	0087
7379	0430	0068
7740	0502	0071
4519	0917	0087
007105025653M8	00710502000001	00710000000000
005604413665M8	00560441000001	00560000000000
006806384808M8	00680638000001	00680000000000
8151	0793	0079
7993	0824	0081
1732	0205	0039
1926	0480	0084
7575	0698	0087
1900	0907	0056
9045	0714	0074
3759	0205	0039
008706983851M8	00870698000001	00870000000000
5908	0205	0039
5428	0714	0074
6588	0725	0037
5534	0528	0079
5585	0901	0060
007407143967M8	00740714000001	00740000000000
007103177815M8	00710317000001	00710000000000
005202556422M8	00520255000001	00520000000000
006402842769M8	00640284000001	00640000000000
8982	0668	0071
6319	0732	0087
006808096201M8	00680809000001	00680000000000
1052	0714	0074
006802144908M8	00680214000001	00680000000000
7340	0714	0074
8132	0792	0060
006009035802M8	00600903000001	00600000000000
003703532046M8	00370353000001	00370000000000
4564	0142	0087
007105025517M8	00710502000001	00710000000000
005604412446M8	00560441000001	00560000000000
006002721245M8	00600272000001	00600000000000
9824	0615	0084
003703538782M8	00370353000001	00370000000000
008706982598M8	00870698000001	00870000000000
9846	0725	0037
3849	0184	0056
006009032986M8	00600903000001	00600000000000
003708902945V8	00370890000001	00370000000000
006802143508M8	00680214000001	00680000000000
006009039399M7	00600903000001	00600000000000
004505145663M7	00450514000001	00450000000000
0725	0725	0037
1564	0714	0074
005604414068M8	00560441000001	00560000000000
007407141606M8	00740714000001	00740000000000
1984	0890	0037
9560	0809	0068
006806244771M8	00680624000001	00680000000000
008108556786M8	00810855000001	00810000000000
005609077875M8	00560907000001	00560000000000
1961	0141	0037
7006	0478	0074
003704313603V8	00370431000001	00370000000000
2916	0528	0079
6817	0478	0074
006009013577M8	00600901000001	00600000000000
008709176482M8	00870917000001	00870000000000
006806381030M8	00680638000001	00680000000000
008701423214M7	00870142000001	00870000000000
006001916068M8	00600191000001	00600000000000
5708	0917	0087
00740714000001	00740714000001	00740000000000
5610	0638	0068
8149	0486	0050
008706983256M8	00870698000001	00870000000000
007105022883M8	00710502000001	00710000000000
6325	0624	0068
2914	0557	0081
8358	0698	0087
006009012090M8	00600901000001	00600000000000
006804305638M8	00680430000001	00680000000000
003707198572M8	00370719000001	00370000000000
007407148859M8	00740714000001	00740000000000
4880	0198	0037
004508038647M8	00450803000001	00450000000000
003703386869M8	00370338000001	00370000000000
3199	0917	0087
2199	0792	0060
6076	0698	0087
003703388112M8	00370338000001	00370000000000
1598	0247	0050
8768	0184	0056
8932	0284	0064
6013	0430	0068
7845	0907	0056
004501306117M8	00450130000001	00450000000000
006402849066M8	00640284000001	00640000000000
8290	0796	0079
006804304929M8	00680430000001	00680000000000
4894	0714	0074
007901716890M8	00790171000001	00790000000000
6483	0338	0037
5531	0917	0087
006407086268M8	00640708000001	00640000000000
005205679302M8	00520567000001	00520000000000
007105029340M8	00710502000001	00710000000000
007407141207M8	00740714000001	00740000000000
004504426450M8	00450442000001	00450000000000
4688	0442	0045
3229	0567	0052
8458	0712	0068
8808	0557	0081
008108242187M8	00810824000001	00810000000000
005205675083M8	00520567000001	00520000000000
1890	0698	0087
005202553032M8	00520255000001	00520000000000
1259	0661	0060
7801	0855	0081
8622	0272	0060
007905864972M8	00790586000001	00790000000000
4065	0928	0060
2278	0732	0087
4281	0855	0081
3529	0615	0084
003704314112M8	00370431000001	00370000000000
003707256989M7	00370725000001	00370000000000
0596	0784	0037
008408998790M8	00840899000001	00840000000000
8984	0480	0084
007407144110M8	00740714000001	00740000000000
2949	0353	0037
7677	0251	0045
006402846354M8	00640284000001	00640000000000
006009289783M8	00600928000001	00600000000000
003704318956M8	00370431000001	00370000000000
4334	0353	0037
008706983780M8	00870698000001	00870000000000
003707252976M8	00370725000001	00370000000000
2437	0928	0060
7051	0714	0074
005002472688M8	00500247000001	00500000000000
3882	0714	0074
7630	0901	0060
005006182562M8	00500618000001	00500000000000
007902839835V7	00790283000001	00790000000000
006001918222M8	00600191000001	00600000000000
6960	0714	0074
006808097776M8	00680809000001	00680000000000
007407143757M8	00740714000001	00740000000000
006804301169M8	00680430000001	00680000000000
007907969728M8	00790796000001	00790000000000
008408998431M8	00840899000001	00840000000000
008709174286M8	00870917000001	00870000000000
3992	0255	0052
5935	0638	0068
008709174594M8	00870917000001	00870000000000
006009017777M8	00600901000001	00600000000000
007407141731M8	00740714000001	00740000000000
8987	0291	0079
9669	0624	0068
3247	0441	0056
0064	0064	0064
7589	0441	0056
007106687255M8	00710668000001	00710000000000
008404807313M8	00840480000001	00840000000000
9835	0283	0079
6429	0615	0084
4615	0714	0074
5698	0809	0068
2292	0714	0074
4897	0834	0052
7827	0714	0074
006806244268M8	00680624000001	00680000000000
4876	0431	0037
5601	0725	0037
9086	0442	0045
4665	0714	0074
3544	0714	0074
7000	0142	0087
008706989445M8	00870698000001	00870000000000
006806384320M8	00680638000001	00680000000000
006006614294M7	00600661000001	00600000000000
5901	0353	0037
8919	0353	0037
005002472261V7	00500247000001	00500000000000
005205678935M8	00520567000001	00520000000000
3896	0714	0074
007407142705M8	00740714000001	00740000000000
005202559638M8	00520255000001	00520000000000
4928	0899	0084
004504423436M8	00450442000001	00450000000000
5053	0809	0068
008706983193M8	00870698000001	00870000000000
8144	0353	0037
1643	0171	0079
1129	0528	0079
003703533056M7	00370353000001	00370000000000
8295	0247	0050
006009019118M8	00600901000001	00600000000000
1647	0205	0039
9346	0917	0087
007407145361M7	00740714000001	00740000000000
7479	0432	0079
9780	0480	0084
006406227964M8	00640622000001	00640000000000
0614	0784	0037
7292	0917	0087
1188	0255	0052
005604412126M8	00560441000001	00560000000000
008709179004M8	00870917000001	00870000000000
3720	0668	0071
4490	0917	0087
1691	0245	0037
006009284091M8	00600928000001	00600000000000
3963	0708	0064
4845	0917	0087
008408994501M8	00840899000001	00840000000000
003703381340M7	00370338000001	00370000000000
7730	0824	0081
007902838581M8	00790283000001	00790000000000
5034	0714	0074
5701	0899	0084
0317	0317	0071
2821	0732	0087
5946	0205	0039
006407084854M8	00640708000001	00640000000000
4449	0442	0045
0907	0907	0056
005202551252M8	00520255000001	00520000000000
5188	0917	0087
006804302316M8	00680430000001	00680000000000
8329	0586	0079
005202555322M8	00520255000001	00520000000000
007907963737M8	00790796000001	00790000000000
003902058162M8	00390205000001	00390000000000
008709176985M8	00870917000001	00870000000000
1868	0480	0084
3180	0855	0081
7809	0353	0037
007907966401M8	00790796000001	00790000000000
006009288348M8	00600928000001	00600000000000
008707321453M8	00870732000001	00870000000000
2341	0255	0052
007105025826M8	00710502000001	00710000000000
9467	0901	0060
007106683242M8	00710668000001	00710000000000
007905863323M8	00790586000001	00790000000000
3597	0651	0037
008709176017M7	00870917000001	00870000000000
007407149276M8	00740714000001	00740000000000
008701425605M8	00870142000001	00870000000000
007407148692M8	00740714000001	00740000000000
006009014166M8	00600901000001	00600000000000
2400	0638	0068
007407147837M8	00740714000001	00740000000000
008408993100M8	00840899000001	00840000000000
5211	0171	0079
003902058067M8	00390205000001	00390000000000
007902917423M8	00790291000001	00790000000000
1860	0917	0087
3997	0198	0037
006806241394M8	00680624000001	00680000000000
9521	0214	0068
4912	0719	0037
9009	0901	0060
9643	0698	0087
7270	0732	0087
006009019245M8	00600901000001	00600000000000
004501307086M8	00450130000001	00450000000000
003703537809M8	00370353000001	00370000000000
7476	0792	0060
008408998247M8	00840899000001	00840000000000
008707328286M8	00870732000001	00870000000000
9305	0899	0084
2466	0184	0056
7902	0130	0045
006006613263M8	00600661000001	00600000000000
007407148870M8	00740714000001	00740000000000
6357	0205	0039
1731	0714	0074
8733	0142	0087
005208348325M8	00520834000001	00520000000000
007407145644M8	00740714000001	00740000000000
4481	0719	0037
3844	0502	0071
007404786861M8	00740478000001	00740000000000
005604415737M8	00560441000001	00560000000000
007404786888M8	00740478000001	00740000000000
7537	0714	0074
004504421871M8	00450442000001	00450000000000
006407083405M8	00640708000001	00640000000000
008709179588M8	00870917000001	00870000000000
007106681437M8	00710668000001	00710000000000
4579	0247	0050
006007925352M8	00600792000001	00600000000000
003902057846M8	00390205000001	00390000000000
005006183779M8	00500618000001	00500000000000
007907965408M8	00790796000001	00790000000000
8341	0732	0087
007102937353M8	00710293000001	00710000000000
008404808984M8	00840480000001	00840000000000
0803	0803	0045
008105577418M7	00810557000001	00810000000000
7398	0141	0037
3692	0928	0060
007407143325M8	00740714000001	00740000000000
005004867921M8	00500486000001	00500000000000
7068	0141	0037
005006183801M8	00500618000001	00500000000000
3290	0714	0074
4776	0245	0037
5090	0567	0052
0251	0251	0045
1531	0638	0068
3721	0586	0079
3287	0142	0087
003703538839M8	00370353000001	00370000000000
00790796000001	00790796000001	00790000000000
4326	0708	0064
1929	0430	0068
2522	0714	0074
008701423486M8	00870142000001	00870000000000
005002477943M8	00500247000001	00500000000000
4713	0714	0074
005601846403M8	00560184000001	00560000000000
007407141466M8	00740714000001	00740000000000
5221	0708	0064
5099	0698	0087
7528	0205	0039
006007924920M8	00600792000001	00600000000000
007102934133M8	00710293000001	00710000000000
5067	0514	0045
7102	0142	0087
008706983728M8	00870698000001	00870000000000
6314	0432	0079
005006185462M8	00500618000001	00500000000000
006009014634M8	00600901000001	00600000000000
007905867516M8	00790586000001	00790000000000
006406225170M8	00640622000001	00640000000000
3873	0698	0087
008707329151M8	00870732000001	00870000000000
2883	0502	0071
005202553992M8	00520255000001	00520000000000
006006616860M8	00600661000001	00600000000000
007407146312M8	00740714000001	00740000000000
6271	0899	0084
9485	0928	0060
2102	0430	0068
9744	0890	0037
005006185136M8	00500618000001	00500000000000
005202559047M8	00520255000001	00520000000000
6127	0130	0045
005604414350M8	00560441000001	00560000000000
003702454496M7	00370245000001	00370000000000
5155	0714	0074
1100	0255	0052
007404782691M8	00740478000001	00740000000000
007901712409M8	00790171000001	00790000000000
7412	0928	0060
7518	0668	0071
2248	0245	0037
1007	0353	0037
3861	0698	0087
7291	0714	0074
003902051200M8	00390205000001	00390000000000
007901713949V7	00790171000001	00790000000000
003703383460M7	00370338000001	00370000000000
4611	0430	0068
4219	0638	0068
3255	0255	0052
007407145994M8	00740714000001	00740000000000
7098	0622	0064
005202554882M8	00520255000001	00520000000000
006006612853M8	00600661000001	00600000000000
008706984996M8	00870698000001	00870000000000
007105025353M8	00710502000001	00710000000000
008707329571M8	00870732000001	00870000000000
005004864702M8	00500486000001	00500000000000
006006614123M8	00600661000001	00600000000000
007902837793M8	00790283000001	00790000000000
8572	0719	0037
2424	0901	0060
006804309478M8	00680430000001	00680000000000
007102933606M8	00710293000001	00710000000000
003703383834M8	00370338000001	00370000000000
007905869790M8	00790586000001	00790000000000
8141	0618	0050
007905866026M8	00790586000001	00790000000000
008408995859M8	00840899000001	00840000000000
8102	0486	0050
8156	0638	0068
003706539236M8	00370653000001	00370000000000
007905869150M8	00790586000001	00790000000000
008108559651M8	00810855000001	00810000000000
006806387391M8	00680638000001	00680000000000
4916	0712	0068
005601847120M8	00560184000001	00560000000000
1084	0198	0037
006006612851M8	00600661000001	00600000000000
3298	0714	0074
4390	0824	0081
008706985839M8	00870698000001	00870000000000
4180	0714	0074
8416	0732	0087
3661	0714	0074
008706986076M8	00870698000001	00870000000000
003702451741M8	00370245000001	00370000000000
5582	0732	0087
008108248714M8	00810824000001	00810000000000
2339	0255	0052
004501301377M8	00450130000001	00450000000000
007902837828M8	00790283000001	00790000000000
004501309516M8	00450130000001	00450000000000
9208	0732	0087
005002473178M8	00500247000001	00500000000000
7143	0899	0084
006009285716M8	00600928000001	00600000000000
8911	0205	0039
5921	0502	0071
3226	0615	0084
008406153741M8	00840615000001	00840000000000
003706533435V8	00370653000001	00370000000000
7850	0205	0039
008706988200M8	00870698000001	00870000000000
8222	0191	0060
4291	0283	0079
007407149158M8	00740714000001	00740000000000
008709177078M8	00870917000001	00870000000000
008408991794M8	00840899000001	00840000000000
008707329112M8	00870732000001	00870000000000
2583	0903	0060
004505149314M8	00450514000001	00450000000000
0917	0917	0087
1152	0824	0081
4456	0431	0037
6965	0478	0074
005002479037M8	00500247000001	00500000000000
003704317856M8	00370431000001	00370000000000
007407145287M8	00740714000001	00740000000000
4758	0651	0037
7833	0171	0079
8049	0714	0074
008706984760M8	00870698000001	00870000000000
4217	0792	0060
9773	0486	0050
